"","SKA03_27","SKA03_28","SKA03_29","SKA03_46","SKA03_48","SKA03_49"
"TRIM51JP",0,0,0,0,0,0
"TRIM43",0,0,0,0,0,0
"UBTFL3",0,0,0,0,0,0
"LOC105373490",0,0,0,0,0,0
"LOC101926959",0,0,0,0,0,0
"LOC105373492",0,0,0,0,0,0
"GPAT2P1",0,0,0,0,0,0
"LINC00342",119,51,66,27,10,7
"ANKRD36C",380,231,172,118,38,70
"FAHD2CP",19,7,5,16,8,5
"GPAT2",8,10,12,0,12,4
"LOC105373493",0,0,0,0,0,0
"LOC105373494",0,0,0,0,0,0
"ADRA2B",6,0,0,0,4,0
"ASTL",2,6,4,0,0,0
"DUSP2",810,242,341,789,717,816
"STARD7",16768,9718,9883,16702,15933,16126
"STARD7-AS1",107,74,75,122,96,57
"SNORA112",1,0,0,0,1,0
"TMEM127",4324,1657,1597,3659,3388,3402
"CIAO1",5685,3475,3363,5554,5761,5562
"SNRNP200",28213,7853,6475,21960,18896,20118
"ITPRIPL1",358,136,168,272,228,202
"NCAPH",4764,1439,1551,4422,3847,4138
"NEURL3",118,90,124,44,44,32
"LOC105373496",0,0,0,0,0,0
"ARID5A",431,218,160,286,272,355
"KANSL3",4386,1362,1246,3184,2496,2831
"FER1L5",52,32,13,26,14,19
"LMAN2L",2805,988,1091,3012,2829,2797
"CNNM4",1868,386,404,1513,1423,1408
"MIR3127",0,0,0,4,0,0
"CNNM3-DT",6,4,0,0,1,2
"CNNM3",4077,1497,1348,3258,3015,3019
"ANKRD23",82,36,23,47,28,39
"ANKRD39",599,412,442,632,609,617
"SEMA4C",701,270,242,711,578,536
"FAM178B",0,0,0,0,4,0
"LOC101927053",0,0,0,0,0,0
"TRIM43CP",0,0,0,0,0,0
"FAHD2B",284,176,223,286,253,234
"GPAT2P2",0,0,0,0,0,0
"ANKRD36",475,231,234,173,82,79
"LOC100506076",1,0,5,3,0,0
"LOC107985920",0,0,0,0,0,0
"LOC100506123",0,0,0,0,0,1
"ANKRD36B",331,161,115,76,93,120
"LOC105373499",0,0,0,0,0,0
"UBTFL6",0,0,0,2,0,0
"COX5B",3941,6125,6022,5449,5698,5100
"ACTR1B",1860,1015,986,2033,1780,1825
"C2orf92",25,6,21,26,4,4
"ZAP70",18,12,4,4,4,4
"TMEM131",4918,889,822,3339,2938,3226
"LOC107985921",10,6,4,4,3,0
"HMGN1P36",42,12,12,18,24,10
"LOC105373501",0,0,0,0,0,0
"VWA3B",0,4,0,0,3,1
"ATP5F1BP1",2,0,0,0,0,0
"CNGA3",0,0,0,0,2,0
"INPP4A",1410,320,277,836,669,733
"COA5",740,616,647,809,753,940
"UNC50",1387,619,740,1268,1330,1363
"MGAT4A",3449,621,762,2943,2639,2733
"LOC107985922",0,0,0,0,0,2
"LINC02611",0,0,0,0,0,0
"RNU4-84P",0,0,1,0,0,0
"CRACDL",6,14,24,10,20,18
"TSGA10",226,74,94,146,108,134
"SMC3P1",37,10,4,8,12,14
"C2orf15",353,247,216,342,309,270
"LIPT1",270,172,225,213,252,252
"MITD1",410,361,330,377,456,317
"MRPL30",4278,1953,2418,4281,4357,4179
"LYG2",21,4,6,18,20,2
"LYG1",3,4,12,0,0,7
"TXNDC9",2458,1103,1334,2764,2446,2412
"LOC107985923",41,36,38,48,54,61
"EIF5B",13999,29880,26897,13698,11739,11284
"REV1",1641,403,415,1131,894,965
"AFF3",0,0,0,2,2,0
"LOC105373504",0,0,0,0,0,0
"LOC112268421",0,0,0,0,0,0
"LINC01104",0,0,0,0,0,0
"LONRF2",0,0,0,4,0,0
"CYCSP7",0,0,0,0,0,0
"CHST10",0,0,0,0,0,0
"RALBP1P2",0,0,0,0,0,0
"NMS",0,0,0,0,0,0
"LOC105373506",0,0,0,0,0,0
"ARPP19P2",0,0,0,0,0,0
"PDCL3",1239,698,782,1529,1554,1313
"HMGN2P22",0,0,0,0,0,0
"LINC01849",0,0,0,0,0,0
"LOC107985814",0,0,0,0,0,0
"NANOGNBP1",0,0,0,0,0,0
"LINC01868",0,0,2,0,0,0
"LOC105375310",2,4,4,0,0,0
"LOC105373508",0,0,0,0,0,0
"NPAS2",161,40,26,227,185,210
"NPAS2-AS1",0,0,0,1,0,2
"RPL31",28593,32669,33897,33776,32120,31897
"TBC1D8",1059,282,250,638,559,642
"LOC100420429",37,5,12,22,6,13
"LOC105373510",30,13,22,13,5,12
"BBIP1P1",19,4,7,1,0,0
"TBC1D8-AS1",11,18,18,10,24,8
"CNOT11",4747,1868,1979,4316,4043,4084
"LOC105373511",58,32,10,12,13,6
"RNF149",4564,2905,2980,3925,3804,3891
"SNORD89",0,0,0,0,0,0
"LOC105373512",2,4,2,0,6,3
"MIR5696",1,0,1,1,1,0
"CREG2",2595,1541,1563,2435,1985,2015
"LOC107985789",9,13,15,3,0,4
"RFX8",0,0,0,0,0,0
"LINC01870",0,0,0,0,0,0
"RPS6P3",0,0,0,0,0,0
"PRCPP1",0,0,0,0,0,0
"LOC105373514",0,0,0,0,0,0
"MAP4K4",10481,6009,5360,9280,7403,7775
"LINC01127",2,2,0,6,7,2
"IL1R2",552,244,300,668,560,640
"LOC107985926",2,2,2,0,0,0
"IL1R1",644,164,138,466,413,438
"IL1RL2",0,0,0,0,0,0
"FAM183DP",0,0,0,0,0,0
"IL1RL1",0,4,0,0,0,0
"IL18R1",0,4,10,2,6,0
"SDR42E1P5",0,0,0,0,0,0
"IL18RAP",0,0,0,0,0,0
"MIR4772",0,0,0,0,0,0
"SLC9A4",24,8,3,31,13,24
"SLC9A2",2605,399,486,1812,1944,2179
"MFSD9",2005,646,636,1752,1567,1554
"TMEM182",476,132,115,501,479,435
"LINC01796",0,2,0,0,0,2
"LINC01935",0,0,0,0,0,0
"CRLF3P1",0,0,0,0,0,0
"CAPZBP1",0,0,0,0,0,0
"LOC105373520",0,0,0,0,0,0
"LOC107985927",0,0,0,0,0,0
"LINC01965",0,0,0,0,0,0
"LOC105373521",0,0,0,0,0,0
"LOC105373523",0,0,0,6,0,0
"LOC105373522",0,0,0,0,0,0
"LOC100287010",0,0,0,0,0,0
"AHCYP3",0,0,0,0,0,0
"LINC01831",0,0,0,0,0,0
"LINC01102",0,0,0,0,0,0
"LINC01103",0,0,0,0,0,0
"LOC105373524",0,0,0,0,0,0
"LOC105373525",0,0,0,0,0,0
"LOC105373526",0,0,0,0,0,0
"RPL23AP27",0,0,0,0,0,0
"LOC101927383",0,0,0,0,0,0
"LINC01114",0,0,0,0,0,0
"HMGB3P11",0,0,0,0,0,0
"PANTR1",0,0,0,0,0,0
"POU3F3",4,2,11,18,4,8
"LINC01159",0,0,0,0,0,0
"MRPS9-AS2",1,0,0,0,0,0
"MRPS9",2238,1506,1518,2337,2233,2317
"MRPS9-AS1",23,2,3,2,0,0
"LOC105373527",1,0,0,2,0,1
"LINC01918",0,0,0,0,0,0
"LOC105373528",0,0,0,0,0,0
"GPR45",4,0,0,0,0,0
"TGFBRAP1",3741,797,847,2666,2496,2537
"LOC100506473",117,77,46,49,63,62
"C2orf49",1383,466,624,1284,1287,1215
"FHL2",2540,1018,1159,1897,1588,1626
"LOC105373529",0,0,0,0,0,0
"LOC105375311",0,0,0,0,0,0
"LOC285000",0,0,0,0,0,0
"LOC107985929",0,0,0,0,0,0
"NCK2",3295,981,1068,2523,2439,2587
"LOC105373530",0,8,0,0,0,0
"LOC105373531",6,0,0,0,2,0
"ECRG4",0,0,0,0,0,0
"UXS1",5066,1904,2097,4683,4447,4367
"LOC107985930",37,6,28,15,2,10
"RPL22P10",0,0,0,0,0,0
"SRSF3P4",0,0,0,0,0,0
"RPS21P2",0,0,0,0,0,0
"ILRUNP1",0,0,0,0,0,0
"ANAPC1P6",0,2,0,2,2,0
"PLGLA",0,0,0,0,0,0
"RGPD3",20,4,10,14,20,20
"LOC105373534",0,0,0,0,0,0
"LOC107985931",0,0,0,0,0,0
"CD8B2",2,0,0,0,0,0
"EEF1A1P12",8,2,2,8,0,6
"LOC102724744",0,0,2,0,0,0
"ST6GAL2",0,0,0,0,0,0
"PPP1R2P5",0,0,0,0,0,0
"LOC105373535",0,0,0,0,0,0
"LINC01789",0,0,0,0,0,0
"LINC01885",0,2,0,0,0,0
"LINC01886",2,0,0,0,0,0
"LOC105373539",2,0,0,0,0,0
"GACAT1",0,0,0,0,0,0
"RGPD4-AS1",0,0,0,0,0,0
"RGPD4",2,0,4,2,1,2
"RPL22P8",0,0,0,0,0,0
"SRSF3P5",0,0,0,0,0,0
"SLC5A7",0,2,0,0,0,0
"LINC01593",1,0,0,2,0,0
"LINC01594",28,4,6,9,4,4
"SETD6P1",22,0,10,3,0,6
"SULT1C3",190,39,43,45,11,5
"SULT1C2",385,224,143,202,122,169
"SULT1C2P1",25,8,12,9,0,2
"SULT1C4",83,28,24,124,169,158
"GCC2",2305,1155,1129,1285,982,1232
"GCC2-AS1",24,13,3,27,12,15
"LIMS1",4338,1282,1487,3459,3453,3462
"LIMS1-AS1",14,9,4,0,0,2
"LOC107985802",0,0,4,0,0,0
"RPL10P5",0,0,0,0,0,0
"RANBP2",18668,2587,2723,11031,9038,10230
"CCDC138",1230,411,455,1066,1030,1012
"EDAR",2,2,4,2,2,2
"SH3RF3-AS1",0,0,0,0,2,2
"SH3RF3",0,0,0,4,0,0
"MIR4265",0,0,0,0,0,0
"SNRPGP9",0,0,0,0,0,0
"MIR4266",0,0,0,0,0,0
"LOC107985773",0,0,0,0,0,0
"SEPTIN10",3712,714,727,3255,3156,3135
"RPL37P12",8,6,0,2,3,2
"SOWAHC",2658,1078,1076,2192,2182,2335
"BMS1P19",0,0,0,0,0,0
"LOC105373545",4,1,5,2,0,2
"LOC107985774",0,0,0,0,0,0
"SRSF3P6",0,0,0,0,0,0
"RPL22P11",0,0,0,0,0,0
"LOC100506563",2,0,0,0,0,0
"RGPD5",14,4,0,4,4,0
"LOC102724848",0,0,0,0,0,0
"LIMS3-LOC440895",0,0,0,0,0,0
"LIMS3",0,0,0,0,0,0
"LOC105373547",0,0,0,0,0,0
"LOC440895",0,0,0,0,0,0
"GPAA1P1",57,48,56,54,74,62
"ZBTB45P1",1,0,0,2,1,3
"LINC01123",313,123,94,322,212,272
"LOC645135",29,22,18,18,20,16
"LOC112268438",14,22,18,20,8,12
"LOC105373985",11,6,4,10,6,4
"LOC107985775",0,0,0,0,0,0
"LOC105373548",0,0,0,0,0,0
"LOC105373549",0,0,0,0,0,0
"LOC105373986",4,0,0,0,0,2
"MIR4267",2,0,0,0,0,0
"MALL",1343,167,130,1274,1267,1329
"MIR4436B1",0,0,2,0,1,0
"NPHP1",120,42,44,112,109,108
"ACTR1AP1",2,0,0,0,0,0
"MTLN",650,690,584,726,791,748
"LOC100507334",53,34,30,85,56,41
"MIR4436B2",0,0,0,0,0,0
"LOC105373551",0,0,0,2,0,0
"LOC107985776",2,2,2,10,4,0
"LOC105375809",0,0,1,0,0,0
"LOC442041",155,44,6,48,45,60
"LINC01106",105,125,149,89,69,60
"ZBTB45P2",34,4,2,17,25,15
"LIMS4",8,6,1,10,5,4
"GPAA1P2",0,0,0,2,0,0
"LOC100288570",11,2,3,10,13,6
"LOC105373552",0,2,0,0,0,0
"LOC102724875",0,0,0,0,0,0
"RGPD6",29,0,0,20,8,21
"LOC105373553",2,0,0,0,0,0
"RPL22P12",34,13,10,9,15,8
"BUB1",5959,1207,1293,5289,4672,5125
"SNORD132",5,9,2,1,0,0
"LOC105373554",0,0,6,0,0,0
"ACOXL",69,32,24,48,31,32
"RPL5P9",0,2,0,0,0,0
"ACOXL-AS1",1,0,0,0,0,0
"BCL2L11",1258,250,281,806,732,826
"MIR4435-2HG",1212,991,1218,1445,1282,1224
"LOC101927283",109,77,40,28,3,7
"RPS14P4",12,20,8,4,0,0
"MIR4435-2",0,0,0,1,0,0
"PAFAH1B1P2",8,0,10,2,0,4
"SOCAR",53,12,17,6,0,0
"LOC105373559",1,1,0,0,0,0
"LOC107985933",0,2,0,0,0,0
"CENPNP2",13,8,2,2,0,2
"ANAPC1",8307,1510,1445,6021,5596,6443
"MIR4771-2",2,2,2,0,0,0
"EEF1E1P1",16,12,5,19,21,17
"MERTK",2197,476,448,1514,1401,1494
"RTRAFP1",6,6,0,6,0,4
"TMEM87B",1990,484,480,1801,1742,2120
"LOC105373560",5,4,4,4,2,6
"FBLN7",108,39,23,43,35,26
"ZC3H8",724,457,430,730,641,655
"ZC3H6",204,188,182,92,57,68
"NDUFB4P6",1,0,0,0,0,0
"RGPD8",379,40,56,169,148,182
"TTL",6505,2289,2211,5394,4462,4878
"LOC105373562",1,0,0,3,2,11
"POLR1B",5983,1249,1403,5242,5217,5453
"LOC101927330",52,50,24,24,44,24
"CHCHD5",1012,1384,1183,1081,997,916
"RPS20P11",6,4,4,2,4,2
"LOC107985934",3,0,0,0,0,0
"FLJ42351",10,4,5,5,0,0
"SLC20A1",9116,2853,3147,8664,8052,8587
"LOC102724955",0,2,0,0,0,0
"NT5DC4",133,34,66,81,91,66
"CKAP2L",1566,542,412,1282,1074,1212
"IL1A",92,31,37,24,10,15
"IL1B",23,12,22,6,2,14
"XIAPP3",6,2,4,1,0,0
"LOC105373563",0,4,4,0,0,0
"IL37",8,0,0,2,0,0
"CDK8P2",0,0,0,0,0,0
"IL36G",2,0,0,0,0,2
"HMGN2P23",0,0,0,0,0,0
"POLR2DP1",0,0,0,0,0,0
"IL36A",2,0,0,0,0,0
"IL36B",0,0,0,0,0,0
"IL36RN",0,0,0,0,0,0
"IL1F10",0,0,0,0,0,0
"RNU6-1180P",0,0,0,0,0,0
"IL1RN",0,0,0,0,0,0
"PSD4",549,276,286,532,542,524
"PAX8",252,150,148,160,232,203
"PAX8-AS1",1898,864,984,1814,1778,1650
"LOC105373567",0,0,0,0,0,0
"LOC101927400",14,13,8,14,14,15
"LOC107985936",6,5,0,0,2,1
"CBWD2",1048,408,502,1126,1129,1002
"LOC112268422",76,48,23,14,0,4
"FOXD4L1",17,0,8,2,2,4
"LINC01961",0,4,0,0,2,0
"PGM5P4-AS1",0,0,0,0,0,0
"PGM5P4",0,0,0,2,0,0
"FAM138B",0,0,0,0,0,0
"MIR1302-3",0,0,0,0,0,0
"WASH2P",231,123,110,161,226,140
"DDX11L2",63,32,12,20,26,22
"RPL23AP7",323,141,181,315,404,250
"RABL2A",140,97,48,77,70,74
"LOC112268423",0,0,0,0,0,0
"SNRPA1P1",14,10,6,10,8,8
"ACRP1",7,0,0,0,0,0
"RNU6-744P",0,0,0,0,0,0
"SLC35F5",7353,1269,1413,5679,5366,5591
"MIR4782",0,0,0,0,0,0
"LOC105373570",3,0,0,2,0,1
"ACTR3-AS1",9,0,3,2,0,3
"ACTR3",13758,3461,4071,12790,12454,12808
"LINC01191",1,2,6,2,0,0
"LOC100499194",2,2,0,0,0,0
"SEPHS1P7",0,0,0,0,0,0
"DPP10",0,0,0,0,20,0
"DPP10-AS3",0,0,0,0,0,0
"LOC105373575",0,0,0,0,0,0
"LOC105373574",0,0,0,0,0,0
"LOC107985937",0,0,0,0,0,0
"DPP10-AS1",0,0,0,0,0,0
"LOC107985938",0,0,0,0,0,0
"RPSAP23",0,0,0,0,0,0
"LOC105373572",0,0,0,0,0,0
"LOC105373576",0,0,0,0,0,0
"DDX18",12221,7511,6826,11772,11563,12082
"LOC107985939",82,25,22,16,15,32
"CCDC93",3396,1085,868,2146,2026,1967
"LOC101929908",22,0,4,2,0,0
"LOC102723413",0,0,0,0,0,0
"LOC107985940",0,0,0,0,0,0
"INSIG2",688,278,236,674,628,716
"THORLNC",3,0,6,3,2,1
"LOC105373578",2,0,2,6,0,0
"LOC107985815",0,0,0,0,0,0
"LOC105373579",0,0,0,0,0,0
"LOC101927709",0,0,0,0,0,0
"EN1",0,0,0,2,2,2
"MARCO",0,0,2,0,0,0
"C1QL2",0,0,0,0,0,0
"RN7SL468P",0,0,0,0,0,0
"LOC107985941",0,0,0,0,0,0
"STEAP3",725,143,147,584,601,612
"STEAP3-AS1",14,6,16,15,0,4
"LOC105373581",15,0,8,8,4,0
"C2orf76",175,95,144,171,136,145
"DBI",5056,4692,4925,6391,6410,5619
"TMEM37",601,380,372,559,669,535
"SCTR",19,0,10,3,13,3
"SCTR-AS1",4,0,0,8,4,2
"CFAP221",83,30,41,45,65,74
"TMEM177",1689,843,904,1474,1565,1543
"RPL17P15",0,4,0,4,2,0
"LOC101927764",5,8,0,2,0,6
"PTPN4",1793,367,379,949,837,1041
"RPL27P7",0,0,3,1,2,0
"LOC107985817",0,0,0,0,0,0
"EPB41L5",4196,827,816,3258,3061,3021
"LOC105373582",173,55,58,111,95,77
"TMEM185B",7502,2924,3154,7336,7242,7646
"LOC105373583",155,32,37,84,74,92
"RALB",6612,3725,3233,7809,7079,7240
"LOC105373584",0,0,0,0,0,0
"LOC105373989",169,4,26,107,127,91
"INHBB",1092,286,324,906,664,738
"LINC01101",14,14,12,20,10,4
"LOC105373585",6,2,4,8,6,2
"GLI2",10,0,2,3,0,0
"LOC105373587",0,0,0,0,0,0
"LOC105373588",0,0,0,0,0,0
"TFCP2L1",62,16,6,26,12,26
"CLASP1",5073,1194,1233,3428,2197,2762
"LOC107985942",46,26,14,32,16,26
"RNU4ATAC",9,0,2,0,0,0
"NIFK-AS1",123,80,110,106,118,90
"RPL12P15",0,0,0,0,0,0
"NIFK",2879,1292,1546,3201,3090,3014
"TSN",9762,3040,3500,9988,9333,9582
"LOC105373590",12,5,5,0,0,0
"LINC01823",2,0,4,0,0,2
"LOC105373592",4,0,0,2,4,0
"LOC105373591",2,0,0,0,0,0
"LOC105373593",0,0,0,0,0,0
"LOC107985943",0,0,0,0,0,0
"LOC105373594",0,0,0,0,0,0
"LOC105373595",0,0,0,0,0,0
"LOC105373596",0,0,0,0,0,0
"LINC01826",0,0,0,0,0,0
"PSMD14P1",0,0,0,0,0,0
"LOC107985819",0,0,0,0,0,0
"LOC107985820",0,0,0,0,0,0
"CNTNAP5",27,2,6,27,22,18
"LOC105373598",0,0,0,0,0,0
"LINC01889",0,0,0,0,0,0
"LINC01941",0,0,0,0,0,2
"LOC105373601",0,0,0,0,0,0
"LOC105373602",0,0,0,0,0,0
"YWHAZP2",10,4,0,2,2,22
"GYPC",0,0,0,0,0,0
"LOC105373603",0,0,0,0,0,0
"TEX51",0,0,0,0,0,0
"LOC105373604",0,0,0,0,0,0
"BIN1",4883,3428,2938,5230,4710,4411
"LOC105373605",115,31,40,85,71,54
"CYP27C1",0,0,0,0,0,0
"WBP11P2",8,0,0,2,0,0
"ERCC3",2627,772,873,2465,2131,2268
"MAP3K2",4339,613,690,2099,1666,1957
"MAP3K2-DT",68,59,79,62,50,61
"PROC",160,129,147,162,151,146
"MIR4783",1,0,0,0,0,0
"LOC105373608",32,6,40,5,4,2
"IWS1",4993,2125,2115,4465,4111,4208
"MYO7B",406,191,155,291,434,469
"LOC105373609",1,4,0,0,1,0
"LOC101927834",2,0,2,0,0,0
"LIMS2",213,109,89,128,99,118
"GPR17",34,28,4,21,9,6
"WDR33",6468,2361,2031,5198,4834,4720
"SFT2D3",0,0,0,0,0,0
"RNY4P7",9,2,2,2,0,0
"ZFP91P1",2,0,0,0,0,0
"POLR2D",5385,2453,2650,5209,4832,4693
"AMMECR1L",4053,988,997,2891,2457,2691
"LOC107985944",25,31,18,29,9,19
"SAP130",3608,1225,1175,2613,2114,2273
"UGGT1",11835,5278,5037,9781,8417,9004
"SRMP3",12,10,10,2,0,2
"DYNLT3P2",2,0,1,0,0,0
"RPL14P6",0,0,4,0,0,0
"RPL21P34",0,0,0,0,0,0
"HS6ST1",622,239,225,665,639,588
"LOC105373610",0,0,0,2,0,0
"LOC105373611",0,0,0,0,0,0
"ISCA1P6",0,0,2,0,0,0
"LOC101927881",2,0,0,0,8,8
"LINC01854",0,0,0,0,0,0
"LOC105373612",0,0,0,0,0,0
"LOC105373613",0,0,0,0,0,0
"LOC105373614",0,0,0,0,0,0
"LOC107985945",0,0,0,0,0,0
"LINC02572",4,0,0,2,0,0
"LOC105373616",0,0,0,0,0,0
"PLAC9P1",0,0,0,0,0,0
"LINC01856",0,0,0,0,0,0
"RPL22P7",0,0,0,0,0,0
"RAB6C-AS1",0,0,0,2,13,0
"RAB6C",8,0,4,4,3,6
"ARHGAP42P2",0,0,0,0,0,0
"FAR2P1",186,109,105,42,13,30
"KLF2P1",16,8,6,2,0,2
"POTEF",174,51,57,56,11,18
"POTEF-AS1",4,4,2,0,0,0
"MED15P9",2,10,2,4,0,2
"CCDC74B",19,9,8,18,25,22
"SMPD4",8077,1993,2148,7367,6278,6240
"MZT2B",4048,6513,5507,5012,4849,4245
"TUBA3E",0,0,0,0,2,0
"RHOQP3",0,0,2,6,0,2
"NOC2LP1",0,2,0,4,2,0
"RPL19P4",0,0,0,0,0,0
"TRE-TTC1-1",0,0,0,0,0,0
"CCDC115",613,254,252,687,701,715
"IMP4",5435,3848,3440,5898,5964,5647
"PTPN18",1797,1076,1022,1832,1683,1688
"LOC105373618",10,8,6,0,2,4
"FAR2P2",337,152,131,351,306,324
"CYP4F62P",0,0,0,0,0,0
"POTEI",2,0,2,2,2,0
"CFC1B",0,0,0,0,0,0
"PRSS40B",0,0,0,0,0,0
"LOC107985778",0,0,0,0,0,0
"PRSS40A",2,0,0,0,0,0
"CFC1",0,0,0,0,0,0
"POTEJ",0,5,0,6,0,3
"CYP4F30P",4,2,2,0,0,0
"KLF2P3",1,0,2,1,0,0
"GPR148",2,8,10,2,0,2
"AMER3",234,231,94,190,187,140
"CYCSP8",0,0,0,0,0,0
"ARHGEF4",50,16,10,18,20,18
"FAM168B",2964,446,371,2034,1562,1911
"PLEKHB2",8332,1935,2301,8500,8388,8625
"NEK2P4",20,10,2,2,2,0
"NF1P8",23,4,6,9,0,8
"MED15P8",9,6,0,0,0,2
"POTEE",248,62,36,36,16,33
"LOC112268424",28,6,0,4,0,2
"LOC440910",18,12,12,0,6,3
"FAR2P4",7,4,2,2,0,4
"KLF2P4",1,0,0,0,0,0
"ARHGAP42P1",2,0,0,0,2,0
"LOC100420006",0,0,0,0,0,0
"SSBP3P2",0,0,0,0,0,0
"RAB6D",52,8,28,28,22,42
"LOC112268425",4,0,0,0,0,0
"LINC01120",13,12,7,4,4,0
"GNAQP1",0,0,0,0,0,0
"NOC2LP2",0,0,0,0,0,0
"RHOQP2",2,2,0,0,6,2
"MZT2A",2484,3250,2972,2703,2827,2464
"TUBA3D",11,6,8,6,0,9
"MIR4784",1,6,2,8,0,0
"SMPD4BP",517,170,220,234,239,194
"CCDC74A",0,4,2,2,2,2
"MED15P4",0,6,0,0,0,0
"POTEKP",2,0,0,0,0,0
"LINC01087",3,0,2,0,0,0
"C2orf27A",103,6,22,103,101,83
"TOMM40P4",0,0,0,1,0,0
"CDRT15P3",0,0,0,0,0,0
"LOC647996",0,0,0,0,0,0
"LOC100859919",0,0,0,0,2,0
"LINC01945",0,0,0,0,0,0
"ANKRD30BL",0,0,0,0,0,0
"LOC107985804",0,0,0,0,0,0
"MIR663B",0,0,0,0,0,0
"CDC27P1",0,0,0,2,0,0
"LOC105373622",0,0,0,0,0,0
"ZNF806",0,0,0,0,0,0
"FAM201B",3,12,1,10,12,6
"GPR39",542,128,149,507,427,392
"MIR9986",0,0,0,0,0,0
"YBX1P7",9,5,2,2,0,2
"LYPD1",30,0,6,8,24,12
"LOC105373623",8,6,2,4,0,2
"NCKAP5",12,2,0,0,0,0
"NCKAP5-AS1",0,0,0,0,0,0
"LOC112268439",0,0,0,0,0,0
"NCKAP5-AS2",2,0,0,0,0,0
"LOC105373627",0,0,0,0,0,0
"LOC105373628",6,1,0,0,0,0
"MGAT5",1554,461,370,1345,994,1171
"MIR3679",3,0,2,0,0,0
"EDDM3CP",2,4,0,0,0,0
"TMEM163",26,20,4,30,22,20
"LOC105373629",0,0,0,0,0,0
"ACMSD",16,6,24,4,0,1
"MIR5590",0,0,0,0,0,0
"CCNT2-AS1",30,14,9,46,35,44
"CCNT2",2031,398,505,1026,951,1087
"MAP3K19",6,2,1,2,2,0
"RAB3GAP1",3689,839,955,2993,2958,2818
"SNORA40B",5,0,0,0,2,1
"ZRANB3",569,127,139,377,418,360
"G3BP1P1",29,3,2,10,0,2
"R3HDM1",2562,610,627,1842,1779,1764
"RNU6-512P",3,0,0,0,0,0
"MIR128-1",2,0,0,0,0,0
"LOC107985946",45,17,9,16,24,10
"UBXN4",4976,4703,3838,4814,4424,4831
"LCT",80,36,28,171,160,178
"LCT-AS1",0,0,2,0,0,0
"MCM6",6845,1948,2175,7433,7414,7529
"MANEALP1",0,0,0,0,0,0
"DARS1",4214,3306,3167,4322,4480,4420
"DARS-AS1",5,7,6,9,13,4
"LOC112268426",0,2,0,0,0,0
"CXCR4",81,8,15,85,82,44
"HNRNPKP2",8,2,2,0,4,10
"LOC107985947",0,0,0,0,0,0
"UBBP1",0,0,0,0,0,0
"LOC105373633",0,0,0,0,0,0
"THSD7B",44,8,6,43,34,35
"LOC105373634",5,0,2,0,0,0
"LOC101928273",0,0,0,0,4,0
"HNMT",992,452,444,1240,1357,1229
"LOC107985948",6,6,2,0,2,6
"LOC105373636",2,3,0,0,0,0
"LINC01832",0,6,0,0,0,2
"RPL15P5",9,2,6,15,7,9
"YWHAEP5",6,6,0,2,6,0
"IDI1P1",6,2,0,0,0,0
"RNF14P1",52,40,32,2,0,4
"LOC105373637",335,139,109,111,55,96
"SPOPL",2151,395,457,1706,1530,1997
"NXPH2",0,0,0,0,0,0
"YY1P2",0,0,0,0,0,0
"AHCYP4",0,0,0,0,0,0
"LOC105373639",0,0,0,0,0,0
"LOC105373640",0,0,0,0,0,0
"LOC107985821",0,1,0,0,0,0
"LOC105373643",0,0,0,0,0,0
"LOC105373641",0,0,0,0,0,0
"LOC105373644",0,0,2,0,0,0
"LOC105373645",0,0,0,0,0,0
"MRPS18BP2",0,0,0,0,0,0
"LINC01853",0,0,0,0,0,0
"LOC107985822",0,0,0,0,0,0
"LRP1B",4,0,0,0,0,2
"MIR7157",0,0,0,0,0,0
"COPRSP1",0,0,0,0,0,0
"LRRC57P1",0,0,0,0,0,0
"LOC105373649",0,0,0,0,0,0
"LOC107985779",2,0,0,0,0,0
"LOC105373648",0,0,0,0,0,0
"LOC105373651",0,0,0,0,0,0
"UBE2V1P14",0,0,0,0,0,0
"LOC107985823",0,0,0,0,0,0
"RRN3P4",0,2,0,0,0,0
"LOC105373652",0,0,0,0,2,0
"KYNU",266,84,170,262,194,209
"ARHGAP15",0,0,0,0,0,0
"LOC107985949",0,0,0,0,0,0
"LOC101928361",0,4,0,0,0,0
"ARHGAP15-AS1",0,0,0,0,0,0
"LOC101928386",0,0,0,0,0,0
"GTDC1",471,149,152,317,337,348
"ZEB2",0,0,0,0,0,0
"ZEB2-AS1",0,0,0,0,0,0
"LINC01412",0,0,0,0,0,0
"LOC105373656",0,0,0,0,0,0
"TEX41",18,0,0,10,11,16
"SGCEP1",0,0,0,0,0,0
"LOC105373663",5,0,0,0,0,0
"LINC01966",0,0,0,0,0,0
"LOC100505498",3,0,0,0,1,0
"LOC105373664",0,1,0,0,0,0
"METAP2P1",0,0,0,0,0,0
"LOC105373665",0,0,0,0,0,0
"LOC105373666",0,0,0,0,0,0
"LOC105373667",0,0,0,0,0,0
"PABPC1P2",0,2,0,0,0,0
"LINC01911",0,0,0,0,0,0
"LOC105373668",0,0,0,0,0,0
"LOC107985824",0,0,0,0,0,0
"ACVR2A",724,248,249,529,500,503
"ORC4",2205,867,972,2302,2184,2106
"LOC105373674",25,1,12,7,6,4
"MBD5",362,49,65,226,159,192
"LOC105373673",32,2,4,3,2,1
"USP12P2",2,0,0,0,0,0
"LOC641381",4,0,0,0,0,0
"RPS29P8",0,0,2,0,0,0
