"","SKA03_16","SKA03_19","SKA03_20","SKA03_41","SKA03_43","SKA03_45"
"AGTR1",0,0,0,0,0,0
"CPB1",0,0,0,0,0,0
"CPA3",0,0,1,0,0,0
"LOC107986045",2,0,0,0,0,0
"UBQLN4P1",38,10,26,16,2,6
"GYG1",2768,2984,3998,3001,2654,2983
"HLTF",370,603,620,989,1619,1672
"HLTF-AS1",0,0,0,0,0,0
"HPS3",158,398,406,427,603,615
"CP",4,19,18,24,34,58
"LOC101927942",0,0,8,0,0,0
"LOC107986140",0,9,0,2,2,3
"TM4SF18",4,10,8,9,14,4
"RPS25P5",0,0,0,0,0,0
"TM4SF1",35906,31476,47336,26408,23848,28202
"TM4SF1-AS1",62,22,22,11,20,20
"LOC105374151",17,9,7,9,11,5
"FKBP1AP4",2,0,0,0,0,0
"TM4SF4",184,189,199,310,209,203
"WWTR1",6439,6461,9877,6232,6687,7146
"WWTR1-AS1",10,4,14,2,5,8
"COMMD2",1962,1981,2624,2392,2188,2146
"ANKUB1",0,0,0,0,1,0
"RNF13",1306,1363,1882,1694,1627,1786
"LOC105374152",41,10,15,4,7,7
"PFN2",3063,3610,4768,3765,3523,3946
"LOC646903",12,12,42,20,28,20
"TMEM183B",38,24,40,18,18,18
"PPIAP73",0,0,0,0,2,0
"HNRNPA1P24",0,0,0,0,0,0
"LOC105374153",2,0,6,0,0,0
"LOC730021",0,0,0,0,0,0
"LINC01998",0,0,2,0,0,0
"LOC105374313",0,0,0,0,0,0
"RPL32P9",0,0,0,0,0,0
"LINC01213",0,0,0,0,0,0
"LINC01214",30,10,40,18,11,4
"LOC105374154",233,104,212,139,81,72
"LOC107986141",5,7,5,14,7,12
"LOC107986142",4,0,0,0,0,0
"TSC22D2",3087,2735,3987,2525,2925,3348
"SERP1",7691,7300,10067,8744,7866,8392
"EIF2A",6167,6375,9386,6564,6638,7459
"SELENOT",5511,5824,7426,6787,5711,5825
"LOC677762",0,8,2,0,0,0
"ERICH6",0,0,2,0,0,0
"ERICH6-AS1",6,1,4,2,6,1
"SNRPCP3",1,1,0,0,0,0
"LOC101928105",25,14,15,9,9,9
"SIAH2",1781,1739,2321,1758,1786,1993
"LOC105374155",19,16,23,11,5,13
"MINDY4B",0,6,5,0,2,0
"CLRN1",2,0,0,0,1,0
"CLRN1-AS1",0,0,0,0,0,0
"MED12L",28,24,88,44,38,43
"GPR171",0,0,2,0,0,6
"P2RY14",2,1,5,0,0,0
"SETP11",0,0,0,0,0,0
"GPR87",18,12,14,4,6,2
"P2RY13",0,0,4,0,0,0
"P2RY12",0,2,0,0,0,0
"IGSF10",2,6,10,0,14,9
"MIR5186",0,0,0,0,0,0
"LOC105374157",0,0,0,0,0,0
"LINC02066",0,0,0,0,0,0
"AADACL2",0,0,0,0,0,0
"AADACL2-AS1",0,0,0,0,0,0
"AADACP1",15,4,15,24,13,19
"LOC105374160",0,0,0,0,2,0
"AADAC",24,48,52,46,70,61
"SUCNR1",2,0,0,0,0,0
"LOC105374159",4,0,0,0,0,0
"LOC107986047",8,0,6,8,0,0
"LOC101928166",0,0,0,0,0,0
"MBNL1",4040,3634,5413,4443,5293,5720
"MBNL1-AS1",159,162,312,162,142,195
"LOC105374162",222,53,207,30,50,86
"TMEM14EP",42,5,17,14,9,10
"LOC105374163",0,0,0,0,0,0
"LOC102724289",0,0,0,0,0,0
"P2RY1",638,794,762,955,1000,1000
"HMGN2P13",5,0,0,0,0,0
"LOC100418712",0,0,0,0,0,0
"RAP2B",2358,2454,3310,1743,1733,1712
"LOC105374164",0,2,0,0,0,0
"RN7SL300P",0,0,0,0,0,0
"LOC105374166",2,2,0,0,0,0
"LINC02006",8,16,12,24,24,38
"LINC02083",0,0,0,0,0,0
"LINC02877",0,0,0,0,0,0
"RPL21P42",0,0,0,0,0,0
"ARHGEF26-AS1",6,0,0,0,0,0
"ARHGEF26",19,4,10,12,12,8
"LOC105374167",0,0,0,0,0,2
"DHX36",2599,1196,2678,1654,1832,2073
"GPR149",2,0,0,0,0,0
"DDX50P2",0,0,0,0,0,0
"DYNLL1P5",0,0,0,0,0,0
"LOC105374170",2,0,0,0,0,0
"LOC105374171",0,0,0,0,0,0
"MME",6,6,0,12,6,24
"LINC01487",0,0,0,0,0,0
"STRIT1",2,0,0,0,0,4
"PABPC1P10",0,0,0,0,0,0
"LOC105374172",0,0,0,0,0,0
"PLCH1",47,56,84,93,78,112
"PLCH1-AS2",0,0,0,0,0,0
"RPL6P7",0,0,0,0,0,0
"C3orf33",358,350,466,400,320,360
"SLC33A1",564,571,801,746,828,862
"LOC105374174",1,0,5,1,0,6
"GMPS",9039,9298,12863,10162,9275,9838
"SETP14",196,125,212,138,124,106
"ALG1L15P",2,8,4,0,0,4
"MRE11P1",0,0,0,0,0,0
"KCNAB1",39,30,36,14,24,36
"LOC751837",0,0,0,0,0,0
"KCNAB1-AS2",0,0,0,0,0,0
"KCNAB1-AS1",0,0,0,0,0,0
"SSR3",5658,5321,7314,5477,5285,5657
"TIPARP-AS1",26,18,38,11,13,7
"TIPARP",1759,2429,3568,1473,1699,1948
"LOC107986148",19,10,8,2,16,35
"METTL15P1",20,18,45,10,16,34
"LINC00886",40,37,88,59,65,100
"PA2G4P4",86,37,87,14,24,16
"LEKR1",18,11,29,20,20,20
"KLF3P2",0,0,0,0,0,0
"LOC100422426",0,0,0,0,0,0
"LINC00880",4,6,13,1,4,4
"LINC02029",2,1,9,6,0,2
"LINC00881",0,0,0,0,5,4
"CCNL1",1369,891,1673,759,668,885
"KRT18P34",5,2,6,0,2,6
"LOC101928236",24,22,29,22,43,34
"LOC105374179",0,0,2,0,0,0
"VEPH1",30,14,26,38,36,9
"PTX3",4,0,0,4,0,0
"SLC66A1L",0,0,0,0,0,0
"SHOX2",178,89,183,73,63,63
"RSRC1",1925,846,1930,1133,974,1187
"RPL15P6",1,2,0,0,0,0
"UC.134",0,0,2,0,0,4
"LOC100996447",0,0,0,0,0,0
"MLF 1.00",0,0,4,0,0,0
"GFM1",4165,5672,7076,6570,7323,7505
"LXN",7,1,19,2,3,5
"RARRES1",54,77,97,117,100,78
"LOC112268457",4,7,21,2,5,8
"LOC100287290",33,12,13,6,18,22
"RPL35AP9",0,0,2,0,0,0
"MFSD1",1008,854,1419,1027,993,955
"LOC105374181",6,0,2,0,0,0
"IQCJ",0,0,0,0,0,0
"IQCJ-SCHIP1",0,0,0,0,0,0
"SCHIP1",4,0,6,0,0,1
"MIR3919",0,0,0,0,0,0
"LOC100420738",2,0,2,0,2,0
"IQCJ-SCHIP1-AS1",24,3,19,4,4,9
"LOC101928351",53,14,46,8,18,12
"IL12A-AS1",0,0,0,0,0,0
"IL12A",34,38,37,13,26,14
"LINC01100",0,0,0,0,0,0
"LOC105374314",1,0,0,0,0,0
"BRD7P2",22,8,30,6,10,4
"LOC107986149",0,0,0,0,0,0
"C3orf80",166,157,235,191,257,308
"TRIM59-IFT80",5,0,2,0,0,1
"IFT80",6,2,2,0,1,1
"SMC4",23533,6145,18936,7454,7416,8180
"MIR15B",1,0,0,0,0,0
"MIR16-2",0,0,0,0,0,0
"TRIM59",64,14,82,40,22,26
"B3GAT3P1",0,0,0,0,0,0
"KPNA4",7975,8202,11089,8435,8868,8750
"SCARNA7",39,22,32,24,36,30
"KRT8P12",251,148,272,175,172,163
"ARL 14.00",354,242,518,288,222,230
"PPM1L",106,66,148,96,124,134
"B3GALNT1",642,772,856,805,910,871
"LOC105374186",8,6,6,0,0,0
"NMD3",2901,3302,4231,3647,3555,3900
"LOC105374187",48,17,44,18,16,10
"LOC112268450",8,0,10,0,2,4
"EEF1GP4",2,0,0,0,0,0
"PSMC1P7",2,0,0,0,0,0
"SPTSSB",2456,1933,2277,2594,2395,2591
"LOC107986150",0,0,0,0,0,0
"LINC02067",12,8,16,2,8,2
"RPL23AP42",232,120,240,84,95,72
"OTOL1",0,0,0,0,0,0
"LOC107986048",0,0,0,0,0,0
"LOC107986049",0,0,0,0,0,0
"LINC01192",0,0,0,0,0,0
"LOC105374188",0,0,2,0,0,0
"LOC730129",0,0,0,0,0,0
"LOC102724419",0,0,0,0,0,0
"MIR1263",0,0,0,0,0,0
"LOC105374189",0,0,2,0,0,0
"LOC105374190",0,0,0,0,0,0
"LOC105374191",0,0,0,0,0,0
"LOC107986151",0,0,0,0,0,0
"LINC01324",0,0,0,0,0,0
"LOC107986050",0,0,0,0,0,0
"SI",110,186,190,232,320,320
"LOC105374192",0,0,6,0,0,2
"LINC02023",0,0,0,0,0,0
"SLITRK3",4,10,6,2,8,4
"LINC01322",32,17,39,30,21,30
"BCHE",2,0,0,2,0,0
"PSAT1P4",0,0,0,0,0,0
"CBX1P5",2,0,0,0,0,0
"LOC105374194",0,0,0,0,0,0
"LOC105374193",0,0,0,2,0,0
"LOC105374195",0,0,0,0,0,0
"PPIAP74",0,0,0,0,0,0
"LOC105374196",0,0,0,0,0,0
"ZBBX",0,0,2,0,0,0
"LINC01327",2,0,0,0,0,0
"SERPINI2",0,0,0,0,0,0
"LOC105374197",2,0,0,0,0,0
"WDR49",1,0,2,0,0,0
"PDCD10",2681,2621,3690,3493,2732,3048
"SERPINI1",28,17,23,26,16,19
"MEMO1P3",0,0,0,0,0,0
"LRRC77P",0,0,0,0,0,0
"LOC107986039",0,0,0,0,0,0
"LOC107986152",2,0,0,0,0,0
"GOLIM4",661,755,1201,976,1517,1518
"EGFEM1P",4,0,0,0,0,0
"MIR551B",0,0,0,0,0,0
"LOC105374200",0,0,0,0,0,0
"RPSAP33",0,0,0,0,0,0
"RPL21P43",0,0,0,0,0,0
"LINC02082",0,0,0,0,0,0
"LINC01997",0,0,0,0,0,0
"LOC107986051",0,0,0,0,0,0
"MECOM",1272,1102,1482,1265,1602,1679
"LOC105374206",6,0,0,0,0,0
"MECOM-AS1",6,0,2,0,0,0
"RPL22P1",143,77,98,46,44,35
"SDHDP3",0,0,0,0,0,0
"TERC",36,9,60,4,18,8
"ACTRT3",0,0,0,0,0,0
"TRV-AAC1-1",6,0,0,0,2,0
"MYNN",633,880,1158,752,734,864
"LRRC34",2,12,8,4,4,6
"LRRIQ4",0,0,2,0,0,0
"LRRC31",12,4,2,16,22,30
"KRT18P43",0,0,0,0,0,0
"SAMD7",0,0,0,0,0,0
"LOC100421510",0,0,0,0,0,0
"LOC100128164",0,0,1,0,0,0
"SEC62",20451,8462,17325,8505,6886,6574
"GPR160",836,1236,1379,1390,1282,1377
"KMT5AP3",35,41,58,18,21,19
"PHC3",1136,978,1532,1087,1534,1509
"LOC105374209",8,0,5,4,2,2
"PRKCI",2119,1975,2727,2688,2938,3172
"SKIL",497,356,711,475,524,604
"CLDN11",2,0,0,0,0,2
"MIR6828",0,0,0,0,0,0
"SLC7A14",0,0,4,0,0,0
"SLC7A14-AS1",0,2,0,0,0,0
"KRT8P13",6,2,4,0,6,2
"RPL28P1",0,0,0,0,0,0
"LOC105374211",0,0,0,0,0,0
"RPL22L1",4989,2722,4501,2641,1940,2033
"EIF5A2",1514,1656,2448,1646,1665,1734
"KLF7P1",6,1,8,0,4,2
"SLC2A2",171,184,199,300,255,300
"TNIK",2402,1832,3841,3028,3545,4174
"LOC105374216",84,59,86,38,72,58
"MIR569",1,0,0,0,0,0
"LOC102724479",163,163,200,141,147,106
"PLD1",214,235,316,339,421,525
"TMEM212",0,0,0,2,0,0
"TMEM212-AS1",0,0,0,0,0,0
"LOC105374218",0,0,0,0,0,0
"LOC105374217",0,0,0,0,0,0
"FNDC3B",2177,1730,2982,2489,3213,3795
"LOC107986153",213,71,184,92,70,63
"RN7SL141P",0,0,0,2,0,0
"BZW1P1",2,0,0,0,0,2
"GHSR",0,0,0,0,0,0
"TNFSF10",196,170,182,158,196,128
"LOC100856791",0,0,0,0,0,0
"LINC02068",0,0,0,0,0,0
"SLC31A1P1",0,6,4,2,4,0
"NCEH1",1284,1536,2178,1754,1944,2211
"ECT2",2895,3566,4900,4428,5429,6065
"ATP5MC1P4",0,0,0,0,0,0
"LOC107986052",0,0,0,0,0,0
"SPATA16",0,0,0,0,0,0
"LOC105374221",0,0,0,0,0,0
"LOC105374220",0,0,0,0,0,0
"LOC105374224",0,0,0,0,0,0
"NLGN1",2,0,2,0,0,0
"LOC112268443",0,0,0,0,0,0
"LOC105374225",0,0,0,0,0,0
"NLGN1-AS1",0,0,0,0,0,0
"RPL8P4",0,0,2,0,2,2
"LOC105374226",0,0,4,0,0,0
"NAALADL2",38,16,47,6,18,21
"LOC107986027",0,0,0,0,0,0
"EEF1B2P8",0,0,0,0,0,0
"NAALADL2-AS3",0,0,0,0,0,0
"NAALADL2-AS2",0,0,0,0,0,0
"MIR4789",0,0,0,0,0,0
"UBE2V1P2",4,4,10,4,16,10
"NAALADL2-AS1",0,0,0,0,0,0
"ACTG1P23",0,0,0,0,0,0
"EI24P1",2,0,0,0,0,0
"LOC100131216",0,0,0,0,0,0
"MIR7977",0,0,0,0,0,0
"LOC105374230",0,0,0,0,0,0
"LINC01208",0,0,0,0,0,0
"LOC105374229",0,0,0,0,0,0
"LINC01209",2,0,2,2,0,0
"TBL1XR1",5174,4930,5963,4468,5321,5237
"LOC107986053",0,0,0,0,0,0
"LINC00501",60,42,113,65,62,59
"ASS1P7",0,0,0,0,0,0
"LINC00578",2,0,2,2,0,0
"LOC101928711",1,0,0,0,0,0
"LINC02015",14,2,12,10,8,4
"LOC107986154",0,0,0,0,0,0
"LOC105374234",0,0,0,0,0,0
"LOC107986155",0,0,0,0,0,0
"LOC107986156",0,0,0,0,0,0
"LOC105374235",0,8,0,0,0,0
"LINC01014",0,0,0,0,0,0
"KCNMB2-AS1",108,98,108,129,112,68
"KCNMB2",27,6,42,41,28,17
"ZMAT3",628,508,808,474,533,552
"LOC101928739",0,0,0,0,0,0
"PIK3CA",451,474,680,570,725,755
"KCNMB3",325,58,183,50,49,51
"ZNF639",1577,1575,2028,1357,1354,1454
"MFN1",884,967,1496,1212,1300,1365
"GNB4",22,25,70,19,22,19
"LOC112268451",0,0,0,0,0,0
"MTHFD2P7",2,0,0,2,0,0
"LOC107986157",0,2,0,0,0,0
"ACTL6A",1961,2978,3770,3881,3742,4024
"MRPL47",5012,3517,5310,4094,3346,3363
"NDUFB5",3618,2590,3944,3186,2984,2989
"H3P13",2,0,0,0,0,0
"USP13",1296,856,1343,918,1042,1045
"PEX5L",5,0,2,0,0,0
"PEX5L-AS2",0,0,0,0,0,0
"RNA5SP149",0,0,0,0,0,0
"RALBP1P1",2,0,0,0,0,0
"LINC02053",0,0,0,0,0,0
"LOC101928856",0,2,0,1,2,0
"TTC14",1397,807,1486,788,863,928
"CCDC39",22,20,11,13,10,19
"LOC101928882",0,4,2,0,2,2
"RN7SL229P",0,0,0,0,0,0
"LOC647253",0,0,0,0,0,0
"LOC100132223",0,0,0,0,0,0
"FLYWCH1P1",0,0,2,0,0,0
"LOC105374240",0,0,0,0,0,0
"RPL32P10",0,0,0,0,0,0
"FXR1",4239,4370,6866,4681,4663,4932
"DNAJC19",1569,959,1655,1166,845,813
"SOX2-OT",5,0,2,2,0,2
"RNU6-4P",12,20,14,2,8,6
"FAUP2",0,0,0,0,0,0
"LOC102724604",0,0,0,0,0,0
"RPL7AP25",0,0,0,0,0,0
"SOX2",698,430,658,540,452,482
"LOC101929598",0,0,0,0,0,0
"LINC01206",0,0,2,0,0,0
"LOC105374242",0,0,0,0,0,0
"LOC105374243",10,2,6,12,10,4
"LINC01994",0,0,0,0,0,0
"EIF4EP3",0,0,0,0,0,0
"LINC01995",0,2,0,0,0,0
"RPL7L1P8",0,2,2,6,2,4
"LINC02031",0,0,2,0,0,0
"LOC112268454",0,0,0,0,0,0
"LOC107986054",0,0,0,0,0,0
"LOC105374245",1,1,2,0,0,0
"ATP11B",1252,1490,2127,1973,2979,3068
"DCUN1D1",1169,1276,1844,1428,1672,1791
"LOC100505642",5,0,2,0,2,0
"LOC105374246",0,0,0,0,1,0
"MCCC1",288,206,376,346,314,412
"LOC105374247",0,0,0,0,0,0
"LAMP3",28,32,42,32,38,46
"MCF2L2",4,2,3,1,2,2
"B3GNT5",180,275,317,259,379,389
"LOC107986160",38,34,35,42,32,42
"LOC107986161",4,0,6,0,0,0
"LINC00888",244,238,305,228,215,204
"SNORA63D",2,0,4,2,0,0
"SNORA63E",2,3,1,4,2,0
"KLHL6",2,0,0,0,0,0
"KLHL6-AS1",2,2,0,2,0,0
"LOC100131977",0,0,0,0,0,0
"LOC105374248",0,0,0,0,0,0
"LOC107986162",4,1,2,4,0,1
"KLHL24",88,58,95,122,161,151
"YEATS2",1091,779,1631,1278,1622,1691
"YEATS2-AS1",10,2,3,2,2,0
"MAP6D1",136,90,151,94,90,109
"PARL",4716,3117,5104,3459,2922,3127
"MIR4448",0,0,0,0,0,0
"RPSAP31",0,0,0,0,0,0
"ABCC5",668,701,1073,715,787,779
"ABCC5-AS1",0,1,1,2,0,0
"EEF1A1P8",2,0,0,0,0,0
"HTR3D",0,0,0,0,0,0
"HTR3C",0,6,0,0,0,0
"LOC105374249",9,25,7,12,13,10
"HTR3C2P",0,0,0,0,0,0
"HTR3E-AS1",0,0,0,0,0,0
"HTR3E",0,0,0,0,0,0
"HSP90AA5P",0,0,0,0,0,0
"EIF2B5",2209,2142,3274,2563,2106,2273
"RPS3P3",18,16,18,18,20,12
"DVL3",2648,2362,4164,2980,3360,3787
"AP2M1",6526,7418,10661,9441,8366,8516
"ABCF3",1709,1599,2338,1843,1713,1755
"VWA5B2",20,4,17,18,8,14
"MIR1224",0,0,0,0,0,0
"ALG3",2983,3064,3798,3401,3267,3662
"EEF1AKMT4",536,252,443,328,260,261
"EEF1AKMT4-ECE2",0,0,0,0,0,0
"CAMK2N2",165,78,143,71,62,81
"ECE2",0,0,0,0,0,0
"PSMD2",10778,13788,17797,17661,16481,17050
"EIF4G1",24558,23158,43236,25684,29464,31913
"SNORD66",0,0,0,0,0,0
"FAM131A",132,144,178,171,153,188
"CLCN2",507,619,817,556,776,740
"POLR2H",4484,2960,4530,2960,2224,2271
"THPO",40,50,75,52,60,23
"CHRD",18,12,24,26,18,18
"LINC02054",0,0,0,0,0,0
"LINC01839",0,0,0,0,0,0
"LINC01840",0,0,2,0,0,0
"EPHB3",6,10,16,2,12,4
"MAGEF1",2713,2052,3314,1915,1601,1718
"LOC107986163",7,10,12,10,8,4
"LINC02069",0,0,0,0,0,0
"LOC105374253",0,0,0,0,0,0
"VPS8",435,419,638,528,775,656
"C3orf70",16,22,24,10,28,18
"EHHADH-AS1",0,0,1,0,0,0
"EHHADH",469,446,626,730,860,820
"MIR5588",0,0,0,0,0,0
"MAP3K13",1859,882,1894,1013,955,980
"RPL4P4",168,112,180,104,92,84
"LOC101929018",16,14,15,3,2,9
"TMEM41A",4589,2388,4027,2320,1972,1995
"LOC105374254",0,2,2,13,0,6
"LIPH",792,842,1091,1002,1142,1211
"LOC107986055",2,0,0,0,0,0
"SENP2",2038,2534,3309,2960,2894,2832
"IGF2BP2",3713,2451,4382,3132,3529,4229
"IGF2BP2-AS1",85,14,33,5,2,12
"MIR548AQ",4,0,0,0,2,0
"TRA2B",7689,7721,10347,9017,8437,9067
"NMRAL2P",4,2,2,0,0,0
"ETV5",301,278,287,279,233,319
"LOC105374257",0,0,4,0,0,0
"DGKG",16,4,16,10,18,16
"LINC02020",0,0,0,0,0,0
"LINC02052",0,0,0,0,0,0
"LINC02051",0,0,0,0,3,0
"CRYGS",16,6,12,2,2,2
"TBCCD1",261,297,425,478,509,478
"DNAJB11",6872,5309,9184,5798,5102,5568
"LOC100287402",16,0,14,4,2,2
"AHSG",4528,4028,5270,5107,4404,4613
"FETUB",1,0,2,0,0,0
"LOC105374258",0,0,0,0,0,0
"HRG",6,14,6,16,14,34
"LOC100533663",0,0,0,0,0,0
"KNG1",301,202,323,340,388,372
"LOC105374259",4,4,2,6,8,16
"PSMD10P2",48,52,67,31,52,47
"GPS2P2",0,0,0,2,8,2
"EIF4A2",7853,6795,10033,7728,6646,6915
"SNORD2",4,1,10,2,7,15
"SNORA63B",0,1,0,1,0,0
"MIR1248",0,0,0,0,0,0
"SNORA81",1,6,4,3,5,9
"SNORA63",114,9,10,3,11,14
"SNORA4",2,0,0,8,3,6
"RFC4",1902,1418,2220,1817,1357,1280
"LINC02043",5,0,4,2,0,1
"ADIPOQ",0,0,0,0,0,0
"ADIPOQ-AS1",0,0,0,0,0,0
"RPS20P14",82,16,64,22,4,6
"RPL29P9",0,0,0,0,0,0
"ST6GAL1",302,304,315,553,628,505
"RPL39L",51,32,75,45,25,31
"RPL39P19",0,0,0,0,0,0
"LOC101929106",0,0,2,0,0,0
"RTP1",0,0,0,0,0,0
"MASP1",4,0,6,2,0,5
"LOC105374260",0,0,0,0,0,0
"LOC101929130",0,0,0,0,0,0
"RTP4",10,2,12,4,6,2
"LINC02041",102,31,64,87,62,66
"LOC105374262",0,0,0,0,0,0
"SST",0,0,2,0,0,0
"RTP2",0,0,2,0,0,0
"LOC100131635",0,0,0,0,0,0
"BCL6",302,252,337,338,299,273
"LOC105374263",2,4,0,0,2,0
"LOC105374264",6,3,10,7,13,10
"LOC105374265",0,0,0,0,0,0
"LINC01991",0,0,0,0,0,0
"LOC107986166",0,2,0,2,10,8
"LPP-AS2",21,10,34,24,12,12
"LPP",6964,2702,6825,3115,4533,5364
"FLJ42393",61,5,36,0,0,2
"LPP-AS1",8,1,0,0,0,0
"MIR28",1,0,0,0,0,0
"TPRG1-AS1",2,2,6,3,3,4
"LOC107986168",2,0,2,0,0,0
"LOC647299",0,0,0,2,0,0
"LOC107986167",8,2,6,0,6,5
"TPRG1",29,26,26,22,20,19
"TPRG1-AS2",0,0,0,0,0,0
"LOC105374270",0,0,0,0,0,0
"LOC107986169",0,0,0,0,0,0
"TP63",4,0,22,0,0,2
"MIR944",0,0,0,0,0,0
"P3H2",57,20,74,38,28,40
"MTAPP2",0,0,0,0,0,0
"P3H2-AS1",1,0,0,4,0,0
"NMNAT1P3",0,0,0,0,0,0
"CLDN16",5,12,14,18,22,12
"CLDN1",4687,5074,7085,6518,6802,8086
"TMEM207",20,12,22,19,20,8
"IL1RAP",122,171,252,293,402,338
"LINC02013",0,0,2,0,0,0
"CCT6P4",2,0,0,0,0,0
"LOC100131685",0,0,0,0,0,0
"GMNC",0,0,0,0,0,0
"SNAR-I",0,0,0,0,0,0
"LOC107986171",0,0,1,0,0,0
"OSTN",0,0,0,0,0,0
"OSTN-AS1",0,2,0,0,0,0
"UTS2B",1,0,0,0,0,0
"CCDC50",1861,1796,2969,2269,2259,2651
"LINCR-0002",25,41,33,10,22,14
"PYDC2",3,0,0,0,0,0
"LOC105374275",0,0,0,0,0,0
"LOC105374276",2,0,0,0,0,0
"LOC100129725",0,0,0,0,0,0
"LOC105374277",0,0,0,0,0,0
"FGF12",4,6,15,4,2,14
"FGF12-AS1",0,0,0,0,0,0
"FGF12-AS2",0,0,0,0,0,0
"LOC107986028",2,0,0,0,2,2
"LOC107986056",8,4,0,0,6,4
"MB21D2",1637,1778,2166,1622,1695,1779
"VEZF1P1",0,0,0,2,0,0
"LOC105374280",0,0,0,0,0,0
"PLAAT1",12,12,4,10,6,8
"MGC2889",0,0,0,0,0,0
"ATP13A5",0,0,0,0,0,0
"ATP13A5-AS1",0,0,0,0,0,0
"ATP13A4",4,3,4,6,0,0
"ATP13A4-AS1",0,0,0,0,0,0
"EEF1A1P23",0,0,0,0,3,0
"OPA1",3008,3144,4806,3939,4503,5052
"OPA1-AS1",3,1,2,0,0,0
"LOC102724808",31,12,28,19,15,21
"LOC105374282",2,0,0,0,0,0
"LOC105374283",4,0,0,0,0,2
"LOC105374284",13,4,11,8,2,7
"LINC02038",112,160,155,200,211,330
"LOC105374287",4,2,0,0,2,4
"LOC105374286",0,2,7,0,3,8
"LINC02026",0,6,2,0,0,0
"DPPA2P3",0,0,0,0,0,0
"LINC02028",30,18,10,8,8,2
"LOC102724877",6,0,0,0,1,0
"HES1",4828,1755,3110,1854,1443,1520
"LOC107986172",0,0,0,0,0,0
"LINC02036",0,4,0,0,0,0
"LINC02037",0,0,0,0,0,0
"LINC02048",0,0,0,0,0,0
"LINC00887",0,0,0,0,0,4
"CPN2",2,0,4,4,4,4
"LRRC15",8,6,14,2,4,8
"GP5",2,0,0,0,0,0
"ATP13A3",7451,7895,11423,9082,12631,13705
"LINC00884",74,42,89,36,47,37
"RPL23AP93",0,0,2,0,0,0
"TMEM44-AS1",75,63,117,49,65,30
"TMEM44",170,151,237,121,150,149
"LOC105374291",0,0,8,0,2,0
"LSG1",2204,1902,2574,2118,2108,2190
"FAM43A",98,102,104,38,62,56
"LOC105374292",2,8,4,2,2,2
"LINC01968",0,0,0,0,0,0
"LOC285303",0,1,0,4,0,0
"LINC01972",4,0,0,0,0,0
"LOC107986174",6,0,0,0,0,0
"LOC107986173",0,0,0,0,0,0
"LOC105374294",0,0,0,0,0,0
"LOC105374295",0,0,0,0,0,0
"XXYLT1",1786,1260,2044,1141,1108,1181
"XXYLT1-AS1",3,0,0,1,2,0
"MIR3137",0,0,1,0,0,0
"RN7SL36P",2,0,2,0,1,0
"XXYLT1-AS2",0,0,2,4,0,0
"LOC105374296",4,4,2,0,8,0
"RNU6-25P",0,0,0,0,0,0
"ACAP2",1128,1198,1807,1606,2010,2103
"PPP1R2",3949,3533,4901,3985,3718,3782
"APOD",2592,1998,3142,2719,2655,2529
"MUC20P1",0,1,4,0,0,0
"LOC107986029",0,2,0,0,0,0
"LOC105374298",0,0,0,0,0,0
"LOC105374297",0,0,0,0,0,0
"LOC100288016",0,0,0,0,0,0
"SDHAP2",0,0,0,0,0,0
"MIR570HG",3,0,1,0,0,0
"MIR570",0,0,0,0,0,0
"MUC20",0,1,0,0,2,3
"MUC4",0,6,4,0,4,6
"LOC105374299",0,0,0,0,0,0
"LINC01983",0,0,0,0,0,0
"LOC107984010",2,2,0,0,4,2
"KIF3AP1",0,0,0,0,0,0
"TNK2",402,265,527,270,263,329
"MIR6829",0,0,0,0,0,0
"TNK2-AS1",18,5,8,24,11,9
"LOC727978",12,1,19,0,0,0
"LOC100133326",0,0,0,1,0,1
"SDHAP1",188,100,209,78,76,92
"LOC105374301",10,0,5,0,4,2
"LOC100131360",0,0,0,8,0,0
"TFRC",8239,10844,15422,9747,12162,11599
"RNU7-18P",0,0,0,0,0,0
"LINC00885",0,0,0,0,0,0
"LOC105374303",0,0,0,0,0,0
"ZDHHC19",2,2,2,2,0,0
"LOC105374304",8,6,18,7,3,9
"SLC51A",21,15,41,21,32,32
"PCYT1A",3047,2623,4168,3204,3484,3859
"TCTEX1D2",124,44,152,61,65,43
"TM4SF19-TCTEX1D2",0,0,0,0,0,0
"LOC107986031",8,1,4,2,1,2
"TM4SF19-AS1",18,4,8,18,3,11
"TM4SF19",0,0,0,0,0,0
"UBXN7",2985,1338,2579,1562,1957,1942
"UBXN7-AS1",3,0,2,3,0,0
"RNF168",1892,1186,2539,1194,1340,1296
"LOC105374306",41,8,17,3,1,13
"LOC105374307",0,0,0,0,0,0
"SMCO1",0,2,0,0,0,6
"RPS29P3",0,0,0,0,0,0
"WDR53",680,450,898,521,407,382
"FBXO45",1531,1406,2111,1278,1367,1467
"LINC01063",4,0,4,8,4,4
"NRROS",0,4,2,2,12,0
"CEP19",91,64,126,68,58,77
"PIGX",1581,1139,1756,1281,1153,1228
"PAK2",5423,5304,7306,5914,7206,8012
"RNU6-42P",6,2,0,0,0,0
"SENP5",704,784,1098,847,1034,1097
"NCBP2",4763,3372,6111,4055,3371,3572
"NCBP2-AS1",2,0,3,0,0,4
"NCBP2AS2",674,495,951,550,349,461
"PIGZ",315,208,369,218,230,244
"RPSAP69",4,6,6,5,5,12
"MELTF",2439,2154,3201,3176,2755,3127
