"","SKA03_36","SKA03_38","SKA03_39","SKA03_56","SKA03_58","SKA03_59"
"CATSPERZ",0,0,0,0,0,0
"ESRRA",1215,1203,1363,1851,2039,2143
"TRMT112",2228,2488,2589,3238,3237,3530
"PRDX5",5737,6536,6328,9846,10001,10883
"LOC102723878",0,0,0,6,0,6
"CCDC88B",48,43,28,71,36,81
"MIR7155",0,0,0,0,0,0
"RPS6KA4",2871,2654,2887,2920,2406,2415
"MIR1237",0,0,0,0,0,0
"LINC02723",0,0,0,0,0,0
"LOC105369341",0,0,0,0,0,0
"LINC02724",10,26,20,26,4,12
"SLC22A11",14,22,23,40,40,23
"SLC22A12",0,0,0,0,0,0
"NRXN2",8,0,0,0,6,4
"NRXN2-AS1",0,0,0,0,0,0
"RASGRP2",20,0,12,6,8,16
"PYGM",8,10,8,0,0,6
"SF1",8021,7786,8491,7651,7720,7907
"MAP4K2",413,406,496,474,481,502
"MEN1",1145,1080,1240,1294,1279,1366
"CDC42BPG",826,950,952,1431,1389,1296
"EHD1",5657,5033,5831,7087,6398,7110
"MIR10392",0,0,0,0,0,0
"MIR194-2HG",12,12,3,38,37,68
"MIR192",0,0,0,0,0,0
"MIR194-2",0,0,0,0,0,0
"ATG2A",1141,1224,1421,1630,1700,1617
"MIR6750",0,0,0,0,0,0
"MIR6749",0,0,0,0,0,0
"PPP2R5B",163,122,138,193,80,152
"GPHA2",2,2,2,2,2,0
"MAJIN",1,0,0,0,0,0
"BATF2",30,40,45,76,84,108
"ARL2-SNX15",2,3,2,1,3,2
"ARL 2.00",404,444,425,590,464,576
"MIR6879",0,0,0,0,0,0
"EEF1A1P18",0,0,0,0,2,0
"SNX15",0,0,0,0,0,0
"SAC3D1",901,1002,964,1066,1034,991
"NAALADL1",4,10,2,22,24,26
"CDCA5",3201,3103,3320,3221,2920,2496
"ZFPL1",495,571,584,664,623,790
"TMEM262",4,0,0,0,0,0
"VPS51",2432,2511,2955,3994,3592,4285
"TM7SF2",1600,1938,2462,3455,3122,4401
"ZNHIT2",228,191,230,311,244,303
"FAU",7055,6967,7014,9941,8682,9638
"MRPL49",4849,5551,4802,6294,5753,5550
"SYVN1",929,714,835,971,988,956
"MIR6751",0,0,0,0,0,0
"HIGD1AP10",0,0,0,0,0,0
"RNU2-23P",0,0,0,0,0,0
"SPDYC",4,0,0,0,0,0
"PGAM1P8",2,2,0,4,2,4
"LOC728975",160,172,153,254,237,228
"CAPN1",4834,5236,5511,6851,6400,6896
"SLC22A20P",4,4,8,0,3,0
"POLA2",891,685,1050,981,882,917
"LOC105369344",16,22,14,38,26,10
"CDC42EP2",1091,950,878,1676,1175,1568
"DPF2",1571,1497,1425,1685,1678,1750
"TIGD3",68,58,60,82,84,86
"SLC25A45",66,41,54,87,83,85
"FRMD8",893,778,866,839,798,779
"LOC107984338",4,7,4,10,8,4
"NEAT1",674,431,525,644,597,649
"MIR612",0,0,0,0,0,0
"LOC101927789",52,37,34,68,46,58
"LINC02736",2,0,0,0,6,2
"MALAT1",385,183,218,375,316,341
"TALAM1",0,0,0,0,0,0
"MASCRNA",0,0,0,0,0,0
"SCYL1",2045,1959,2221,2249,2248,2443
"LTBP3",1023,1274,1527,2030,1906,2553
"ZNRD2-AS1",21,13,35,27,26,23
"ZNRD2",477,457,463,595,398,471
"FAM89B",445,416,426,604,596,690
"EHBP1L1",1516,1620,1702,2150,2434,2142
"KCNK7",6,6,5,0,6,14
"MAP3K11",3294,3342,3506,4739,5066,5118
"PCNX3",1619,1477,1612,1983,2145,1948
"MIR4690",0,0,0,0,0,0
"SIPA1",392,412,555,663,568,730
"MIR4489",2,0,1,0,0,1
"RELA",1595,1478,1625,1699,1625,1729
"RELA-DT",45,30,25,62,59,79
"KAT5",535,536,544,638,743,637
"RNASEH2C",1559,1666,1576,2113,1870,1951
"KRT8P26",0,0,0,0,0,0
"AP5B1",1004,1128,1091,1394,1184,1451
"OVOL1",934,948,1186,993,992,974
"OVOL1-AS1",0,0,0,2,1,1
"SNX32",2,0,6,0,1,2
"CFL1",15132,14269,14169,18357,15507,15551
"MUS81",587,528,600,712,634,726
"EFEMP2",3,0,0,2,0,0
"CTSW",0,0,0,0,0,0
"FIBP",811,784,842,960,984,1188
"CCDC85B",604,479,550,579,424,554
"FOSL1",214,144,134,59,51,59
"C11orf68",258,326,357,546,555,664
"DRAP1",1647,1572,1496,2128,1766,1794
"LOC105369349",0,0,0,0,0,0
"LOC105369350",0,0,0,0,0,0
"TSGA10IP",0,0,0,0,4,2
"SART1",2520,2510,2574,3086,3002,2852
"EIF1AD",846,815,824,817,743,754
"BANF1",5010,5491,4728,6142,6296,5695
"CST6",4,2,2,4,0,2
"CATSPER1",5,3,0,2,0,2
"GAL3ST3",0,0,0,0,0,0
"SF3B2",7007,6686,7304,7573,7967,7815
"SNORD13F",1,0,0,2,1,0
"PACS1",2970,2484,3013,2702,2459,2310
"LOC105369354",2,0,2,2,4,2
"KLC2",657,485,646,773,496,507
"LOC105369352",3,5,1,8,3,1
"LOC105369351",6,2,0,0,0,0
"RAB1B",4124,3939,4453,6465,5726,5980
"LOC107984340",0,0,0,0,1,0
"CNIH2",15,2,20,10,32,32
"YIF1A",2018,1908,1835,2458,2252,2642
"TMEM151A",202,204,196,292,300,272
"CD248",0,0,0,0,0,0
"RIN1",216,246,301,346,372,406
"BRMS1",2112,1698,1945,2444,2169,2272
"B4GAT1",820,858,829,1245,1192,1296
"LOC102724064",79,83,121,143,110,164
"TRS-GCT3-1",0,1,6,4,7,13
"SLC29A2",1773,1703,1921,2371,2041,2462
"NPAS4",16,12,16,4,2,2
"MRPL11",5151,5193,5337,6778,6527,7032
"LOC100505524",0,0,0,0,0,0
"PELI3",467,516,592,600,532,466
"LOC101928069",101,126,135,157,157,196
"DPP3",3801,3637,3896,4673,4768,4760
"BBS1",497,482,507,494,590,650
"ZDHHC24",1548,1586,1557,2107,1845,2010
"ACTN3",0,4,0,0,0,2
"CTSF",0,0,6,0,0,0
"CCDC87",32,10,36,16,58,34
"CCS",698,789,849,1143,1034,1220
"RBM14-RBM4",0,0,2,0,0,0
"RBM14",2818,2539,2762,2731,2594,2587
"RBM4",2296,2388,2484,2749,2932,2784
"RBM4B",444,420,361,521,465,561
"SPTBN2",634,558,695,546,521,500
"C11orf80",1483,1601,1681,2091,1631,1926
"C1QBPP2",26,41,26,67,22,17
"FTLP6",1,1,0,4,0,0
"RCE1",926,923,971,1115,988,1109
"PC",425,551,639,947,888,1085
"LRFN4",613,511,592,609,589,591
"MIR3163",0,0,0,0,0,0
"LOC105369355",0,0,0,1,0,12
"C11orf86",2,2,0,2,4,14
"SYT12",4,2,2,0,0,0
"MIR6860",0,0,0,0,0,0
"RHOD",190,220,194,298,202,284
"LOC107984341",16,22,29,57,43,26
"KDM2A",6647,6307,6950,7090,7472,6759
"GRK2",4041,3746,3920,4328,4136,4223
"ANKRD13D",317,286,322,383,291,319
"SSH3",1284,1388,1757,1744,1935,2223
"LOC100130987",10,26,35,49,40,37
"POLD4",484,653,616,1260,1059,1458
"CLCF1",108,93,100,120,64,77
"RAD9A",503,521,577,513,499,453
"PPP1CA",11098,11666,11660,15968,14865,15607
"TBC1D10C",0,0,0,0,4,0
"CARNS1",14,2,6,12,16,4
"RPS6KB2",2633,2883,3080,3965,3559,3909
"PTPRCAP",0,0,0,0,0,0
"CORO1B",4758,5008,5672,7787,6954,7864
"GPR152",2,2,0,0,0,0
"CABP4",1,0,0,0,2,0
"TMEM134",372,300,385,439,503,563
"AIP",2422,2396,2364,3476,3401,3591
"MIR6752",0,0,0,0,0,0
"PITPNM1",2363,2455,2533,3378,2957,3068
"CDK2AP2",1757,1850,1997,2554,2170,2729
"CABP2",0,0,0,0,2,0
"GSTP1",25885,27547,29062,39843,35635,40771
"C11orf72",0,2,2,2,4,10
"NDUFV1",4506,5421,5998,7760,7868,9896
"DOC2GP",0,0,0,0,0,0
"NUDT8",385,479,504,530,612,669
"TBX10",0,2,2,2,0,0
"ACY3",142,155,203,299,298,528
"ALDH3B2",0,2,12,0,0,3
"RPL37P2",24,6,28,42,28,28
"UNC93B5",2,2,0,4,0,0
"LOC100420907",0,0,0,0,0,0
"LOC105369358",0,4,4,6,5,14
"LOC105379406",0,0,0,0,0,0
"ALG1L8P",10,2,5,1,2,3
"FAM86C2P",46,81,70,59,71,64
"LINC02754",12,2,2,4,10,34
"RNU6-46P",0,0,0,2,0,3
"SNRPCP12",0,0,0,0,0,0
"LOC112268076",3,2,0,0,0,5
"RPS3AP40",0,0,0,0,0,0
"LOC105369359",0,0,0,0,0,0
"UNC93B1",144,218,227,282,246,232
"ALDH3B1",1663,2256,2386,3483,3685,4859
"NDUFS8",3318,3408,3647,5481,4612,5784
"MIR7113",2,0,0,0,0,2
"MIR4691",0,0,0,1,2,1
"TCIRG1",14,22,16,24,16,50
"MIR6753",0,0,0,0,0,0
"CHKA",3161,3732,3625,4962,4684,4713
"LOC105369362",8,10,12,6,12,14
"KMT5B",2911,2521,2777,2984,3273,3294
"C11orf24",1760,1475,1748,1763,1536,1727
"LOC105369363",0,2,1,0,0,0
"LRP5",2437,2372,2760,3677,3872,3664
"PPP6R3",8261,8568,8300,8633,9294,8083
"LOC107984343",0,0,0,0,0,0
"GAL",1042,779,824,1061,1018,910
"TESMIN",185,200,195,199,169,180
"CPT1A",258,184,296,256,242,299
"LINC02701",136,144,108,252,228,259
"MRPL21",1962,2070,2235,2209,2202,2302
"IGHMBP2",912,1040,996,961,1076,984
"MRGPRD",0,0,0,0,0,0
"MRGPRF",0,0,2,0,2,0
"MRGPRF-AS1",0,0,0,0,0,0
"TPCN2",600,562,626,624,550,711
"MIR3164",0,0,0,0,0,0
"LOC107984344",13,1,1,8,22,20
"LOC338694",0,0,0,0,0,0
"SMIM38",10,6,8,4,6,2
"LOC105369366",0,0,0,0,0,0
"LOC105369367",0,4,0,2,0,6
"LOC105369368",0,2,0,2,0,0
"MYEOV",18,2,0,8,0,0
"LOC105369370",2,0,0,0,0,0
"LOC102724265",0,0,0,0,2,0
"LINC02747",911,1046,956,1258,1320,1581
"LINC01488",40,32,30,44,19,47
"CCND1",13492,11588,11783,10852,10387,10019
"LTO1",677,659,619,708,698,654
"FGF19",6,2,6,0,0,2
"FGF4",0,2,0,0,0,0
"FGF3",0,0,0,0,0,0
"LOC107984368",0,0,0,0,0,2
"ANO1",2,6,2,4,10,8
"LINC02753",0,0,0,0,0,0
"LOC105369371",0,0,0,0,0,0
"LINC02584",0,0,0,0,0,0
"LOC105369372",0,0,0,0,0,0
"LOC101928473",0,0,0,0,0,0
"FADD",2722,2707,2829,3200,3117,2814
"PPFIA1",83,94,74,58,70,53
"H2AZP4",0,0,0,0,0,0
"MIR548K",0,0,0,0,0,0
"LOC107984346",0,0,0,0,0,0
"LOC105369373",0,0,0,0,0,0
"LOC107984347",0,0,2,0,0,0
"CTTN",14,4,16,10,12,26
"SHANK2",1008,989,1188,1110,1344,1337
"SHANK2-AS1",4,0,2,0,0,8
"SHANK2-AS3",2,2,0,0,2,0
"MIR3664",0,0,0,0,0,0
"ACTE1P",0,0,0,0,0,0
"DHCR7",25671,26139,28068,30525,29078,26580
"NADSYN1",1393,1321,1383,1576,1698,1876
"MIR6754",0,0,0,0,0,0
"KRTAP5-7",0,0,0,0,0,0
"KRTAP5-8",0,0,0,0,0,0
"KRTAP5-9",0,0,0,0,0,0
"KRTAP5-10",0,0,0,0,0,0
"KRTAP5-11",0,0,0,0,0,0
"UNC93B6",0,0,2,14,8,4
"LOC645544",11,2,13,16,14,4
"RPS3AP41",2,0,0,0,4,0
"SNRPCP14",0,0,0,0,0,0
"LOC105379409",2,0,0,0,1,5
"FAM86C1P",315,335,355,292,327,324
"ALG1L9P",1,0,8,2,4,2
"ZNF705E",2,4,4,2,0,5
"DEFB108B",0,0,0,0,0,2
"LOC100133315",61,65,62,56,79,76
"DEFB131B",1,7,1,7,1,5
"RNF121",2212,2252,2214,2575,2744,2781
"IL18BP",127,119,113,128,188,115
"NUMA1",2905,2679,2989,3508,4163,3828
"LOC100128494",8,0,4,2,0,7
"MIR3165",0,0,0,0,0,0
"LRTOMT",346,386,412,351,343,338
"LAMTOR1",3428,3538,3569,4762,4330,5070
"ANAPC15",266,371,314,449,542,489
"FOLR3",0,4,2,6,2,4
"FOLR1P1",0,0,0,0,0,6
"FOLR3P1",0,4,0,4,3,2
"FOLR1",102,200,208,343,368,496
"FOLR2",0,0,0,0,0,0
"INPPL1",3199,3457,3964,4772,4688,4955
"PHOX2A",0,0,0,0,0,0
"CLPB",2608,2395,2636,2705,2409,2401
"LOC112268077",4,2,0,2,2,10
"LOC105369376",0,0,0,0,0,0
"LINC01537",0,0,0,0,0,0
"PDE2A",0,4,2,0,2,0
"PDE2A-AS2",0,0,0,0,0,0
"LOC105369377",0,0,0,0,0,0
"MIR139",0,0,0,0,0,0
"PDE2A-AS1",0,0,0,0,0,0
"ARAP1",3065,3422,3915,4491,4846,5050
"ARAP1-AS2",0,2,0,4,4,4
"STARD10",14073,16051,16494,28386,23435,27782
"MIR4692",0,0,0,0,0,0
"LOC105369380",18,19,9,34,29,33
"LOC107984421",4,3,4,4,6,14
"ATG16L2",75,66,72,68,67,77
"FCHSD2",485,541,528,489,537,554
"RPL15P16",0,2,0,2,0,0
"LOC105369381",10,0,0,0,0,0
"P2RY2",679,799,915,1083,927,988
"LOC105369382",0,0,0,0,0,0
"P2RY6",186,141,215,329,281,310
"ARHGEF17",1010,1160,1330,1469,1549,1808
"LOC100287837",13,15,17,21,18,29
"RELT",242,328,290,276,220,284
"FAM168A",2193,2628,3025,3328,3859,3605
"HMGN2P38",0,2,0,2,0,0
"PLEKHB1",366,382,452,1012,886,1226
"RAB6A",7984,7700,7590,8812,9352,8985
"MRPL48",1764,1800,1836,2568,2046,2254
"CCDC58P5",8,0,0,0,0,0
"COA4",2030,2095,2532,2922,2927,3285
"PAAF1",1803,1981,2037,2256,2506,2403
"ARPC3P4",3,0,0,0,12,0
"DNAJB13",10,10,8,10,16,13
"UCP2",4905,3938,4570,3948,3399,3753
"LOC100037267",0,0,0,0,0,0
"UCP3",4,16,21,6,0,5
"C2CD3",1772,1543,1555,1345,1558,1185
"PPME1",5126,4120,4128,3597,3448,3389
"LOC105369383",19,10,11,16,4,8
"P4HA3",12,2,4,10,2,2
"P4HA3-AS1",0,0,0,0,0,0
"LOC112268078",0,2,0,0,0,0
"PGM2L1",428,346,276,302,330,246
"HNRNPA1P40",0,0,0,0,0,0
"MIR548AL",0,0,0,0,0,0
"KCNE3",661,612,521,1007,880,1102
"CYCSP27",0,0,0,0,0,0
"LOC107984356",0,0,0,5,1,0
"LIPT2",245,266,222,316,265,300
"LOC100287896",128,67,124,206,183,181
"LOC105369386",0,0,0,0,0,0
"POLD3",1283,1225,1389,987,1024,1055
"RANP3",0,0,0,0,0,0
"CHRDL2",4,1,2,4,6,4
"MIR4696",0,0,0,0,0,0
"RPS12P22",24,34,48,52,50,46
"RNF169",1088,1196,953,1062,1218,953
"XRRA1",219,177,280,196,243,184
"RPL31P46",0,0,0,0,0,2
"LOC107984352",0,0,0,0,2,0
"SPCS2",6531,6948,6893,8410,8795,8144
"RNU6-216P",1,0,0,0,1,2
"NEU3",1105,1129,1163,986,1162,1017
"OR2AT4",0,0,0,0,0,0
"LOC107984358",2,0,0,0,0,0
"SLCO2B1",3883,5086,5783,8834,8993,10571
"LOC105369388",0,0,0,3,0,0
"TPBGL",4,10,16,18,4,12
"ARRB1",5441,5680,5409,10490,9754,9338
"MIR326",0,0,0,0,4,0
"RPS3",90756,96206,98855,138096,130696,142092
"SNORD15A",0,0,5,5,3,6
"SNORD15B",19,11,8,21,28,21
"KLHL35",705,711,733,661,447,544
"GDPD5",461,468,580,1121,1015,1216
"LOC105369389",12,2,12,14,7,14
"SERPINH1",12567,12056,12489,12016,10751,10825
"LOC105369391",0,2,0,0,0,0
"MAP6",490,269,275,263,170,239
"LOC105369392",0,0,2,0,0,0
"MOGAT2",0,6,0,8,9,8
"LOC105369393",0,0,0,0,0,0
"RN7SL786P",0,0,0,0,0,0
"LOC283214",1,4,0,4,0,2
"DGAT2",2876,2980,3506,4059,3913,4927
"UVRAG-DT",7,9,16,17,22,5
"UVRAG",1361,1524,1542,1099,1300,1171
"WNT11",202,240,239,286,271,490
"LOC112268079",6,2,7,1,6,13
"LINC02761",0,0,0,0,0,0
"TRP-AGG2-4",0,0,0,0,0,0
"TRP-TGG2-1",0,0,0,0,0,0
"LOC105369395",0,0,0,0,0,0
"THAP12",4449,4652,4288,4028,3872,3345
"GVQW3",103,86,106,124,149,127
"EMSY",1230,1069,1123,896,1205,970
"LINC02757",2,0,0,0,1,1
"LRRC32",4,0,2,0,0,0
"LOC107984360",0,0,0,0,0,0
"GUCY2EP",0,0,0,0,0,0
"LOC105369397",0,0,0,0,0,0
"TSKU",452,532,660,708,714,741
"LOC101928837",4,6,8,8,6,17
"ACER3",888,850,721,927,847,779
"B3GNT6",6,22,15,8,24,9
"LOC105369399",0,0,0,0,0,0
"LOC105369400",0,0,0,0,0,0
"CAPN5",822,1050,1286,1978,1999,2394
"OMP",6,0,8,6,5,2
"MYO7A",216,249,333,435,460,478
"GDPD4",1,0,0,4,6,11
"TOMM20P1",0,0,0,0,0,2
"PAK1",2286,2568,2873,3603,3682,3839
"LOC646029",2,0,6,4,2,5
"AQP11",250,372,368,537,583,730
"CLNS1A",5781,6170,5762,6847,6653,6906
"LOC107984369",0,0,0,0,2,0
"RSF1",3812,3559,4028,4215,4994,4197
"FTH1P16",9,6,8,1,11,5
"RPS20P27",83,94,61,140,66,72
"AAMDC",687,719,882,1065,1143,1342
"RPL21P95",0,2,0,6,4,2
"INTS4",1732,1782,1877,1797,2202,1992
"KCTD14",2,0,0,0,2,0
"NDUFC2-KCTD14",0,0,0,0,0,0
"THRSP",0,0,0,2,2,0
"NDUFC2",1208,1202,1229,2117,2104,2142
"LOC105369401",2,4,2,22,12,10
"ALG8",5281,5455,5843,7241,6396,6164
"KCTD21-AS1",58,26,43,63,62,53
"KCTD21",482,528,574,702,630,687
"USP35",260,206,204,315,333,261
"GAB2",2308,2079,2405,2230,2318,2556
"LOC105369402",0,0,0,7,0,0
"ZNF75CP",8,0,0,0,2,6
"LINC02728",0,1,1,0,0,0
"NARS2",1509,1866,1870,1923,2073,1803
"LOC105369403",15,8,6,14,8,4
"LOC101928896",0,0,2,5,2,0
"TENM4",10,12,16,10,2,2
"MIR708",0,0,0,0,0,0
"MIR5579",0,0,0,0,0,0
"LOC105369405",0,0,0,0,0,0
"LOC107984424",0,0,0,0,0,0
"LOC646112",0,0,0,0,0,0
"LOC105369406",0,0,0,0,0,0
"LOC105369408",0,0,0,0,0,0
"ARL6IP1P3",0,0,0,0,0,0
"LOC105369409",0,0,0,0,0,0
"LINC02720",0,0,0,0,0,0
"MIR4300HG",0,0,0,0,0,0
"MIR4300",0,0,0,0,0,0
"LOC107984423",0,0,0,0,0,6
"LOC105369410",0,0,0,0,0,0
"RPS28P7",100,58,62,160,114,132
"FAM181B",2,0,0,0,0,2
"LINC02734",10,5,3,0,0,1
"RBMXP3",4,0,0,0,0,0
"PRCP",4646,4857,5152,6646,6195,6727
"EIF2S2P6",0,0,0,0,0,0
"DDIAS",956,797,875,649,672,534
"RPL7AP54",0,0,8,0,0,2
"RAB30",427,461,502,354,280,308
"SNORA70E",0,0,0,0,0,0
"RAB30-DT",864,961,874,973,1047,932
"COX5BP4",7,7,4,0,0,0
"C1DP5",0,0,0,0,0,0
"BCAS2P1",0,0,0,0,0,0
"PCF11",1658,1691,1867,1245,1603,1396
"LOC100506282",68,42,53,76,75,91
"PCF11-AS1",0,2,0,0,0,0
"ANKRD42",285,193,205,199,237,255
"CKS1BP4",0,0,0,0,0,0
"RPL32P24",0,0,0,0,0,0
"CCDC90B",1578,1590,1525,1952,1652,2048
"LOC105369420",2,0,0,0,0,5
"CYCSP28",0,0,0,0,0,0
"DLG2",120,115,111,110,87,54
"LOC107984425",0,0,2,0,2,2
"DLG2-AS2",4,6,0,0,0,0
"LOC100420800",0,0,0,0,0,0
"LDHAL6DP",0,0,0,0,0,0
"HNRNPA1P72",0,0,0,0,0,0
"LOC105369416",0,0,0,0,0,0
"RPL9P22",0,0,0,0,0,0
"LOC100421303",0,0,0,0,0,0
"TMEM126B",2826,2936,2693,3185,2926,2855
"TMEM126A",1081,1186,1176,1410,1451,1583
"CREBZF",2526,2268,2202,2478,2544,2072
"CCDC89",0,8,4,0,8,0
"SYTL2",1754,1377,1644,1323,1386,1120
"CCDC83",2,0,2,0,8,2
"AHCYP6",0,0,0,0,0,0
"SLC25A1P1",0,2,2,0,0,4
"PICALM",18274,18709,19438,19495,19396,18630
"LINC02695",4,0,0,0,0,2
"FNTAP1",6,2,2,0,4,14
"EED",3857,3779,3784,3930,3922,3951
"MIR6755",6,4,6,0,0,4
"SETP17",0,0,0,3,2,0
"HIKESHI",1706,1743,1652,2106,1908,1993
"RN7SL225P",2,0,0,0,0,0
"LOC105369421",6,2,0,2,0,4
"CCDC81",8,4,6,4,6,8
"PTP4A1P6",0,0,0,0,0,0
"ME3",398,329,435,500,461,501
"ME3-DT",57,40,37,26,28,29
"LOC102724775",0,2,0,0,0,0
"PRSS23",9086,7760,7116,7978,5527,4707
"MOB4P2",0,0,0,0,0,0
"OR7E2P",0,1,0,0,0,2
"LOC112268086",16,10,5,5,4,4
"LOC107984429",0,4,0,6,0,1
"LOC107984428",35,45,44,39,28,42
"FZD4",1099,1092,1181,1356,1415,1649
"FZD4-DT",62,80,81,81,82,114
"LOC105369422",0,1,0,0,4,0
"TMEM135",2106,2465,2397,3028,3211,3090
"XIAPP2",2,0,2,0,4,0
"LOC101929104",0,0,0,2,0,2
"PSMA2P1",0,2,0,0,0,0
"LOC107984361",0,0,0,0,0,0
"HMGB3P25",0,0,0,0,0,0
"LINC02711",0,0,0,0,0,0
"RAB38",150,148,142,143,158,172
"MIR3166",0,0,0,0,0,0
"CTSC",5483,5891,6701,7523,8099,7830
"LOC101929174",0,4,2,2,0,0
"GAPDHP70",0,0,0,0,0,0
"GRM5-AS1",0,0,0,0,0,0
"GRM5",0,0,0,0,0,0
"LOC107984363",0,0,0,0,0,0
"TYR",0,0,0,0,0,0
"CBX3P7",0,0,0,0,0,0
"NOX4",0,0,0,0,2,4
"FOLH1B",8,0,0,0,2,0
"TRIM77",0,0,0,0,0,0
"TRIM49",0,0,0,0,0,0
"TRIM64DP",0,0,0,0,0,0
"LOC100420024",0,0,1,0,0,2
"LOC642414",0,0,0,0,0,0
"LOC105369176",0,0,0,0,0,0
"TRIM53BP",0,0,0,0,0,0
"TRIM51BP",0,0,0,0,0,0
"LOC100420021",0,0,0,0,0,0
"TRIM64B",0,0,0,0,0,0
"TRIM49D1",0,0,0,0,0,0
"TRIM49D2",0,0,0,0,0,0
"TRIM64",0,0,0,0,0,0
"LOC100420025",0,0,0,0,0,0
"TRIM51EP",0,2,0,0,0,0
"TRIM53AP",0,0,0,0,0,0
"LOC642579",0,0,0,0,0,0
"TRIM49C",2,0,2,0,2,2
"LOC100420022",0,0,0,0,0,0
"TRIM64EP",0,0,0,0,0,0
"UBTFL1",0,0,0,0,0,1
"NAALAD2",20,15,22,18,37,14
"CHORDC1",22,56,34,28,37,26
"DISC1FP1",7,8,7,2,9,8
"TUBAP2",0,0,0,0,0,0
"MIR4490",0,0,0,0,0,0
"MIR1261",0,0,0,0,0,0
"OSBPL9P2",0,0,0,0,0,0
"OSBPL9P3",0,0,0,0,0,0
"LINC02748",0,0,0,0,0,0
"LOC107984371",0,0,0,0,0,0
"LINC02756",0,0,0,0,0,0
"LOC105369429",0,0,0,0,0,0
"RPL7AP57",0,0,0,0,0,0
"FAT3",0,2,2,0,0,0
"NDUFB11P1",0,0,0,0,0,0
"PGAM1P9",0,0,0,0,0,0
"RPS3AP42",0,0,0,0,0,0
"LINC02746",0,0,0,0,0,0
"MTNR1B",0,0,0,0,0,0
"RPL26P31",0,0,0,0,0,0
"SLC36A4",763,766,614,788,724,678
"LOC112268080",0,0,0,0,0,0
"DEUP1",8,0,0,0,0,0
"SMCO4",590,586,706,730,767,859
"LOC642897",0,0,0,0,0,0
"CEP295",616,507,610,508,666,457
"SCARNA9",28,10,4,14,5,4
"TAF1D",1753,1684,1901,2110,2284,2386
"SNORA25",9,2,2,4,8,5
"SNORA32",22,24,29,20,33,35
"SNORD6",2,4,3,1,6,5
"SNORA1",1,5,14,8,7,11
"SNORA8",15,11,21,9,16,15
"SNORD5",5,3,5,7,7,7
"SNORA18",0,0,1,0,2,1
"MIR1304",2,4,4,2,8,6
"SNORA40",93,94,103,75,121,101
"C11orf54",202,256,259,510,605,730
"MED17",1328,1285,1291,1228,1111,1106
"VSTM5",16,32,16,46,44,30
"LOC101060084",0,0,0,0,0,0
"HPRT1P3",0,0,0,0,0,0
"HEPHL1",0,0,4,5,2,2
"PHBP16",0,0,0,0,0,0
"PANX1",2627,2749,2384,2817,2550,2704
"ARPC3P3",6,8,12,22,4,18
"LOC105369435",28,32,35,34,40,20
"IZUMO1R",2,2,0,2,0,0
"GPR83",14,30,34,6,20,20
"MRE11",2824,2895,3053,2811,3388,2801
"MIR548L",0,1,2,0,0,0
"ANKRD49",490,617,545,617,674,668
"C11orf97",0,0,0,0,0,0
"FUT4",1238,1311,1307,1410,1422,1563
"LOC105369438",0,0,1,0,0,1
"PIWIL4",55,32,25,19,41,51
"LINC02700",2,2,2,4,4,0
"AMOTL1",5001,4832,5009,4718,4999,4699
"LOC107984376",0,2,0,0,0,0
"ST13P11",0,2,0,0,0,8
"CWC15",2800,2520,2527,2956,3153,3150
"KDM4D",78,76,84,110,118,94
"KDM4E",0,0,0,2,4,0
"LOC643118",2,0,0,0,0,0
"LOC107984375",1,2,2,0,0,0
"KDM4F",0,2,0,0,2,0
"SRSF8",1492,1457,1584,2129,2116,2412
"ENDOD1",1820,2027,1931,2243,2555,2138
"LOC101929295",2,4,2,34,7,25
"SESN3",638,978,1032,2004,2410,2779
"LOC100129203",1,6,2,12,10,19
"LOC105369439",0,0,0,0,0,0
"LOC105369440",0,0,0,0,0,0
"LOC105369441",0,0,0,0,0,0
"LOC107984377",0,0,0,0,0,0
"FAM76B",992,991,1075,900,1100,991
"CEP57",3427,3616,3612,4305,4282,4302
"MTMR2",3775,3774,3584,3518,3612,3070
"RPL32P25",0,0,0,0,0,2
"MAML2",154,163,176,218,365,336
"MIR1260B",0,0,0,0,0,0
"CCDC82",1006,867,950,1058,1066,1028
"JRKL",384,366,386,427,508,466
"JRKL-AS1",0,0,0,0,0,0
"LINC02737",0,0,0,0,0,0
"LOC100131233",0,0,0,0,0,0
"MED28P5",0,0,0,0,0,0
"LOC105369448",0,0,0,0,0,0
"LOC105369450",0,0,0,0,0,0
"LOC105369451",0,0,0,6,0,2
"LOC105369452",0,0,0,0,0,0
"LOC105369453",0,0,0,0,0,0
"LINC02713",0,0,0,0,0,0
"LOC105369455",50,88,61,62,75,83
"LOC643381",0,0,0,0,0,0
"CNTN5",6,24,10,24,16,12
"LOC107984430",0,0,0,0,0,0
"LOC107984431",0,0,0,0,0,0
"LOC105369456",0,0,2,0,0,2
"RPA2P3",0,0,0,0,0,2
"PPIAP43",0,0,0,0,0,0
"ARHGAP42-AS1",6,4,13,14,12,12
"ARHGAP42",1234,1274,1224,1424,1606,1379
"LOC105369457",0,0,0,0,0,0
"SNORD13I",0,0,0,0,0,0
"PGR",0,0,3,0,0,0
"PGR-AS1",0,0,0,0,0,0
"LOC100420510",0,0,0,0,0,0
"LOC105369458",8,10,2,5,0,5
"TRPC6",10,6,6,26,20,8
"MIR3920",0,0,0,0,0,0
"LOC100129471",0,0,0,0,0,0
